"Legal Entity Name","Organization Marketing Name","Contract Number","Organization Type","Plan Type","Contract Effective Date","Tax Status","Parent Organization","CMS Region Responsible","Enrollment","Legal Entity Street","Legal Entity Street2","Legal Entity City","Legal Entity State Code","Legal Entity Zip","Directory Contact Title","Directory Contact Last Name","Directory Contact First Name","Directory Contact Middle Initial","Directory Contact Phone","Directory Contact Phone Ext","Directory Contact Fax","Directory Contact Email","Directory Contact St Address","Directory Contact St Address2","Directory Contact City","Directory Contact State","Directory Contact Zip","Directory Contact Last Update"
"SUNFLOWER STATE HEALTH PLAN, INC.","Wellcare by Allwell","H9387","Local CCP","Local PPO","01/01/2021","For Profit","Centene Corporation","Denver","1,375","7700 Forsyth","","St. Louis","MO","63105","","Services","Provider","","1-866-296-8731","","","CorporateMedicareComplianceDept@CENTENE.COM","4349 Easton Parkway","Suite 200","Columbus","OH","43219","07/05/2024"
"SUNFLOWER STATE HEALTH PLAN, INC.","Wellcare by Allwell","H6550","Local CCP","HMO/HMOPOS","01/01/2018","For Profit","Centene Corporation","Denver","3,999","7700 Forsyth","","St. Louis","MO","63105","","Services","Provider","","1-866-296-8731","","","CorporateMedicareComplianceDept@CENTENE.COM","4349 Easton Parkway","Suite 200","Columbus","OH","43219","07/05/2024"
"SUNSHINE STATE HEALTH PLAN, INC.","Wellcare by Allwell","H5190","Local CCP","HMO/HMOPOS","01/01/2013","For Profit","Centene Corporation","Denver","","7700 Forsyth","","St. Louis","MO","63105","","Services","Provider","","1-866-296-8731","","","CorporateMedicareComplianceDept@CENTENE.COM","4349 Easton Parkway","Suite 200","Columbus","OH","43219","06/25/2024"
"SUPERIOR HEALTHPLAN, INC.","Wellcare by Allwell","H0062","Local CCP","HMO/HMOPOS","01/01/2017","For Profit","Centene Corporation","Denver","","7700 Forsyth Blvd","","St. Louis","MO","63105","","Services","Provider","","1-866-296-8731","","","CorporateMedicareComplianceDept@CENTENE.COM","4349 Easton Parkway","Suite 200","Columbus","OH","43219","06/25/2024"
"SUPERIOR HEALTHPLAN, INC.","Superior HealthPlan","H6870","Demo","Medicare-Medicaid Plan HMO/HMOPOS","03/01/2015","For Profit","Centene Corporation","Dallas","3,183","7700 Forsyth","","St. Louis","MO","63105","","Services","Provider","","1-866-296-8731","","","CorporateMedicareComplianceDept@CENTENE.COM","4349 Easton Parkway","Suite 200","Columbus","OH","43219","05/12/2025"
"SUPERIOR HEALTHPLAN, INC.","Wellcare by Allwell","H5294","Local CCP","HMO/HMOPOS","01/01/2008","For Profit","Centene Corporation","Denver","26,213","7700 Forsyth","","St. Louis","MO","63105","","Services","Provider","","1-866-296-8731","","","CorporateMedicareComplianceDept@CENTENE.COM","4349 Easton Parkway","Suite 200","Columbus","OH","43219","06/25/2024"
"SUTTER VALLEY HOSPITALS","Sutter SeniorCare PACE","H5406","National PACE","National PACE","11/01/2003","Not-for-Profit/Non-Profit","Sutter Valley Hospitals","San Francisco","455","444 North 3rd Street","Suite 150","Sacramento","CA","95811","Chief Administrative Offi","Garcia","Romelia","","1-833-560-7223","","1-916-491-3408","Romelia.Garcia@sutterhealth.org","444 North 3rd Street","Suite 150","Sacramento","CA","95811","09/06/2024"
"Scott & White Care Plans","Baylor Scott & White Health Plan","H4943","Local CCP","HMO/HMOPOS","01/01/2023","Not-for-Profit/Non-Profit","Baylor Scott & White Health","Denver","177","1206 West Campus Dr","","Temple","TX","76502","Compliance Officer","Cornett","Amy","","1-254-298-3211","","","Amy.Cornett@BSWHealth.org","1206 West Campus Drive","","Temple","TX","76502","05/28/2025"
"Senior CommUnity Care Of Kentucky","Senior CommUnity Care of Kentucky","H6759","National PACE","National PACE","05/01/2023","Not-for-Profit/Non-Profit","Volunteers of America National Services","Atlanta","69","7485 Office Ridge Circle","","Eden Prairie","MN","55344","Executive Director","Booker","Chiquita","","1-952-941-0305","","1-952-941-0428","cbooker@voa.org","960 S. 4th Street","","Louisville","KY","40203","03/08/2023"
"Sunshine State Health Plan, Inc.","Wellcare","H1032","Local CCP","HMO/HMOPOS","01/01/2000","For Profit","Centene Corporation","Denver","62,651","7700 Forsyth Blvd","","St. Louis","MO","63105","","Inquiries","Website","","1-888-888-9355","","","contactus@wellcare.com","8725 Henderson Rd","","Tampa","FL","33634","06/20/2024"
"TEXAS INDEPENDENCE HEALTH PLAN, INC.","Texas Independence Health Plan","H5015","Local CCP","HMO/HMOPOS","01/01/2020","For Profit","Regency ISNP Holdings LLC","Dallas","2,553","1908 N. Laurent, Suite 250","","Victoria","TX","77901","","Service","Customer","","1-833-471-8447","","","info@txindependencehealthplan.com","1908 N. Laurent","Suite 250","Victoria","TX","77901","10/29/2023"
"THE CASCADE PACE, INC.","Thome PACE","H2835","National PACE","National PACE","02/01/2016","Not-for-Profit/Non-Profit","United Methodist Retirement Communities, Inc.","Chicago","234","2282 Springport Rd","","Jackson","MI","49202","PACE Director of Finance","Dukes","Jaclyn","","1-734-879-0325","","","jdukes@hvpace.org","2282 Springport Road","","Jackson","MI","49202","12/09/2020"
"THE HEALTH PLAN OF WEST VIRGINIA, INC.","The Health Plan","H3672","Local CCP","HMO/HMOPOS","03/01/1997","Not-for-Profit/Non-Profit","The Health Plan of West Virginia, Inc.","Chicago","7,890","1110 Main Street","","Wheeling","WV","26003","Director Medicare Operati","Staffileno","Penny","","1-740-695-7597","","1-740-699-6163","pstaffileno@healthplan.org","The Health Plan","1110 Main Street","Wheeling","WV","26003","07/25/2024"
"THE JOHNS HOPKINS HEALTH SYSTEM CORPORATION","Hopkins ElderPlus","H2109","National PACE","National PACE","11/01/2002","Not-for-Profit/Non-Profit","The Johns Hopkins Health System Corporation","Philadelphia","135","4940 EASTERN AVENUE","MASON LORD BLDG.,EAST TOWER 1ST FLR","BALTIMORE","MD","21224","Director","Hampton","Tonoah","","1-410-550-7124","","1-410-550-7045","thampto4@jh.edu","4940 Eastern Ave","","Baltimore","MD","21224","08/11/2023"
"THE WASHTENAW PACE","Huron Valley PACE","H4118","National PACE","National PACE","02/01/2014","Not-for-Profit/Non-Profit","Utd Methodist Retirement Communities of SE MI","Atlanta","281","2940 Ellsworth Rd.","","Ypsilanti","MI","48197","Marketing Manager","Mann-Shanahan","Lindsay","","1-734-572-5777","","","lmann-shanahan@hvpace.org","2940 Ellsworth","","Ypsilanti","MI","48197","03/10/2020"
"THP INSURANCE COMPANY","The Health Plan","H8604","Local CCP","Local PPO","01/01/2008","For Profit","The Health Plan of West Virginia, Inc.","Chicago","2,884","1110 Main Street","","Wheeling","WV","26003","Director Medicare Operati","Staffileno","Penny","","1-740-695-7597","","1-740-699-6163","pstaffileno@healthplan.org","The Health Plan","1110 Main Street","Wheeling","WV","26003","08/14/2024"
"TOTAL COMMUNITY CARE, L.L.C.","InnovAge New Mexico PACE","H5213","National PACE","National PACE","06/01/2004","For Profit","Total Community Options, Inc.","Dallas","415","8950 East Lowry Blvd","","Denver","CO","80230","Director of Marketing","Bravo","Sandra","","1-720-387-5733","","","sbravo@innovage.com","8950 East Lowry Boulevard","","Denver","CO","80230","04/03/2024"
"TOTAL LIFE HEALTHCARE","Total Life Healthcare","H4305","National PACE","National PACE","06/01/2008","Not-for-Profit/Non-Profit","St. Bernard's Healthcare","New York","339","225 East Washington #92","505 E. Matthews","Jonesboro","AR","72401","Executive Director","Whitehead","Chad","","1-870-207-7505","","1-870-207-0527","crwhitehead@sbrmc.org","505 E Matthews","505 E Matthews Avenue","Jonesboro","AR","72401","05/02/2023"
"TOTAL LONGTERM CARE, INC.","InnovAge Colorado PACE","H0613","National PACE","National PACE","04/01/2003","For Profit","Total Community Options, Inc.","Dallas","2,870","8950 E. Lowry Blvd.","","DENVER","CO","80230","Director of Marketing","Bravo","Sandra","","1-720-387-5733","","","sbravo@innovage.com","8950 East Lowry Boulevard","","Denver","CO","80230","04/03/2024"
"TOTAL LONGTERM CARE, INC.","InnovAge California PACE","H6079","National PACE","National PACE","03/01/2014","For Profit","Total Community Options, Inc.","Dallas","1,224","8950 East Lowry Blvd.","","Denver","CO","80230","Director of Marketing","Bravo","Sandra","","1-720-387-5733","","","sbravo@innovage.com","8950 East Lowry Boulevard","","Denver","CO","80230","04/03/2024"
"TOTAL SENIOR CARE, INC.","Total Senior Care, Inc.","H8800","National PACE","National PACE","10/01/2008","Not-for-Profit/Non-Profit","Community Care of Western New York, Inc.","New York","111","519 North Union Street","","Olean","NY","14760","Director of Organizationa","Yanetsko","Meme","","1-716-379-8474","","","myanetsko@homecare-hospice.org","519 North Union Street","","Olean","NY","14760-2135","02/19/2024"
"TRILLIUM COMMUNITY HEALTH PLAN, INC.","Wellcare by Trillium Advantage","H2174","Local CCP","HMO/HMOPOS","01/01/2007","For Profit","Centene Corporation","Denver","2,570","7700 Forsyth Blvd.","","St. Louis","MO","63105","","Services","Provider","","1-866-296-8731","","","CorporateMedicareComplianceDept@CENTENE.COM","4349 Easton Parkway","Suite 200","Columbus","OH","43219","06/25/2024"
"TRINITY HEALTH LIFE PENNSYLVANIA, INC.","Mercy LIFE - West Philadelphia","H3908","National PACE","National PACE","01/01/2002","Not-for-Profit/Non-Profit","Trinity Health Corporation","Philadelphia","263","4508 CHESTNUT STREET","","PHILADELPHIA","PA","19139","Executive Director","Johnson","Lisa","","1-267-787-8150","","","lisa.johnson001@trinity-health.org","4508 Chestnut Street","","Philadelphia","PA","19139","03/14/2023"
"TRINITY HEALTH PACE OF ALEXANDRIA","Trinity Health PACE of Alexandria","H1312","National PACE","National PACE","05/01/2024","Not-for-Profit/Non-Profit","Trinity Health Corporation","Philadelphia","67","3403 Government Street","","Alexandria","LA","71302","Executive Director","Knowles","Brandi","","1-504-559-2350","","","Brandi.Knowles@trinity-health.org","3403 Government Street","","Alexandria","LA","71301","04/17/2025"
"TRINITY HEALTH PACE OF MONTGOMERY COUNTY","Trinity Health PACE of Montgomery County","H6251","National PACE","National PACE","11/01/2024","Not-for-Profit/Non-Profit","Trinity Health Corporation","Philadelphia","19","200 Perry Parkway","","Gaithersburg","MD","20877","Executive Director","Williams","Kathleen","","1-301-754-8530","","","willkast@trinity-health.org","200 Perry Parkway","Suite 1","Gaithersburg","MD","20877","06/20/2024"
"TRINITY HEALTH PACE OF PENSACOLA","Trinity Health PACE of Pensacola","H5538","National PACE","National PACE","03/01/2024","Not-for-Profit/Non-Profit","Trinity Health Corporation","Atlanta","26","5020 Commerce Park","","Pensacola","FL","32505","Executive Director","Garrett","Travis","","1-417-214-0524","","","travis.garrett@trinity-health.org","5020 Commerce Park Circle","","Pensacola","FL","32505","08/04/2023"
"TRINITY HEALTH PLAN OF MICHIGAN INC","Trinity Health Plan of Michigan","H9179","Local CCP","HMO/HMOPOS","01/01/2024","Not-for-Profit/Non-Profit","Trinity Health Corporation","Chicago","5,947","3100 Easton Square Place","3rd Floor-Health Plan","Columbus","OH","43219","Medicare Compliance Offic","Suffern","Patricia","","1-412-478-0244","","1-614-546-3131","patricia.suffern@medigold.com","3100 Easton Square Place","Suite 300-Health Plan","Columbus","OH","43219","02/07/2023"
"TRIPLE S ADVANTAGE, INC.","Triple-S Advantage","H4005","Local CCP","Local PPO","01/01/2005","For Profit","Guidewell Mutual Holding Corporation","Dallas","6,529","PO BOX 11320","","SAN JUAN","PR","00922","PCP Perform and Engagemen","Mendez","Zoraida","","1-787-749-4949","8322629","1-787-620-0939","zoraida.mendez@ssspr.com","PO Box 11320","","San Juan","PR","00922","02/11/2022"
"TRIPLE S ADVANTAGE, INC.","Triple S Advantage","H5774","Local CCP","HMO/HMOPOS","01/01/2006","For Profit","Guidewell Mutual Holding Corporation","Dallas","93,837","PO Box 11320","","San Juan","PR","00922","Network Management Vicepr","Perez Morales","Dionnel","","1-787-749-4949","8321996","1-787-620-0939","dionnel.perez@ssspr.com","PO Box 11320","","San Juan","PR","00922","04/18/2024"
"TROY HEALTH, INC.","Troy Medicare","H4676","Local CCP","HMO/HMOPOS","01/01/2020","For Profit","Troy Holdings, Inc.","Atlanta","1,493","P.O. Box 11267","","Charlotte","NC","28220","","Service","Customer","","1-888-494-8769","","","contact@troymedicare.com","P.O. Box 11267","","Charlotte","NC","28220","08/14/2024"
"TRU COMMUNITY CARE","TRU PACE","H7262","National PACE","National PACE","02/01/2017","Not-for-Profit/Non-Profit","TRU Community Care","San Francisco","321","2594 Trailridge Drive East","","Lafayette","CO","80026","PACE Community Relations","Morelli","Selina","","1-303-604-5356","","","SelinaMorelli@trucare.org","2593 Park Lane","","Lafayette","CO","80026","04/16/2024"
"TSG GUARD, INC.","Valor Health Plan","H1119","Local CCP","HMO/HMOPOS","01/01/2019","For Profit","The Schroer Group, Inc.","Chicago","1,870","7171 Keck Park Circle NW","","North Canton","OH","44720","","Service","Customer","","1-800-485-3793","","","providerservices@valorhealthplan.com","7171 Keck Park Circle NW","","North Canton","OH","44720","03/08/2022"
"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","Tufts Health Plan","H9907","Local CCP","Local PPO","01/01/2023","Not-for-Profit/Non-Profit","Point32Health, Inc.","Boston","18,397","1 Wellness Way","","Canton","MA","02021","Marketing Materials Produ","Kayser","Kenneth","","1-781-612-1000","83518","","kenneth.kayser@point32health.org","1 Wellness Way","","Canton","MA","02021","04/03/2025"
"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","Tufts Health Plan","H2256","Local CCP","HMO/HMOPOS","07/01/1994","Not-for-Profit/Non-Profit","Point32Health, Inc.","Boston","93,806","One Wellness Way","","Canton","MA","02021","Marketing Materials Produ","Kayser","Kenneth","","1-781-612-1000","83518","","kenneth.kayser@point32health.org","1 Wellness Way","","Canton","MA","02021","04/03/2025"
"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","Tufts Health Plan","H8330","Local CCP","HMO/HMOPOS","01/01/2022","Not-for-Profit/Non-Profit","Point32Health, Inc.","Boston","13,225","One Wellness Way","","Canton","MA","02021","Marketing Materials Produ","Kayser","Kenneth","","1-781-612-1000","83518","","kenneth.kayser@point32health.org","1 Wellness Way","","Canton","MA","02021","04/03/2025"
"TUFTS HEALTH PUBLIC PLANS, INC.","Tufts Health Plan","H7419","Demo","Medicare-Medicaid Plan HMO/HMOPOS","10/01/2013","Not-for-Profit/Non-Profit","Point32Health, Inc.","Boston","7,037","One Wellness Way","","Canton","MA","02021","Vice President, Public Pl","Hague","Ashley","","1-617-678-7905","","","ashley.hague@point32health.org","1 Wellness Way","","Canton","MA","02021","05/28/2025"
"TUNGSTEN HEALTH SACRAMENTO, LLC","Habitat Health Sacramento","H6537","National PACE","National PACE","01/01/2025","For Profit","Tungsten Health Holdings, LLC","San Francisco","52","72 Greene Street, Floor 5","","New York","NY","10012","","Siler","Sarah","","1-844-664-2248","","","ssiler@habitathealth.com","39 Arkansas Street","","San Francisco","CA","94107","12/17/2024"
"UCARE HEALTH, INC.","UCare","H8783","Local CCP","Local PPO","01/01/2019","Not-for-Profit/Non-Profit","UCare Minnesota","Chicago","2,574","500 Stinson Blvd NE","","Minneapolis","MN","55413","Business Analyst","Pena","Jennifer","","1-888-531-1493","","","pac@ucare.org","500 Stinson Boulevard NE","","Minneapolis","MN","55413","02/18/2025"
"UCARE MINNESOTA","UCare","H2459","Local CCP","HMO/HMOPOS","05/01/1998","Not-for-Profit/Non-Profit","UCare Minnesota","Chicago","97,095","500 Stinson Boulevard NE","","MINNEAPOLIS","MN","55413","Business Analyst","Pena","Jennifer","","1-888-531-1493","","","pac@ucare.org","500 Stinson Boulevard NE","","Minneapolis","MN","55413","02/18/2025"
"UCARE MINNESOTA","UCare's MSHO","H2456","Local CCP","HMO/HMOPOS","01/01/1997","Not-for-Profit/Non-Profit","UCare Minnesota","Chicago","17,559","500 Stinson Blvd NE","","MINNEAPOLIS","MN","55413","Business Analyst","Pena","Jennifer","","1-888-531-1493","","","pac@ucare.org","500 Stinson Boulevard NE","","Minneapolis","MN","55413","02/18/2025"
"UCARE MINNESOTA","UCare","H8070","Local CCP","Local PPO","01/01/2023","Not-for-Profit/Non-Profit","UCare Minnesota","Chicago","59,020","500 Stinson Blvd NE","","Minneapolis","MN","55413","Business Analyst","Pena","Jennifer","","1-888-531-1493","","","pac@ucare.org","500 Stinson Boulevard NE","","Minneapolis","MN","55413","02/18/2025"
"UCARE MINNESOTA","UCare","H5937","Local CCP","HMO/HMOPOS","01/01/2017","Not-for-Profit/Non-Profit","UCare Minnesota","Chicago","10,397","500 Stinson Blvd. NE","","Minneapolis","MN","55413","Business Analyst","Pena","Jennifer","","1-888-531-1493","","","pac@ucare.org","500 Stinson Boulevard NE","","Minneapolis","MN","55413","02/18/2025"
"UHC OF CALIFORNIA","UnitedHealthcare","H0543","Local CCP","HMO/HMOPOS","06/01/1985","For Profit","UnitedHealth Group, Inc.","Boston","314,519","5701 Katella Avenue","","Cypress","CA","90630","","Customer Service","UHC","","1-800-643-4845","","","UHCMedicareCustomerService@uhc.com","9800 Health Care Lane","","Minnetonka","MN","55343","12/27/2024"
"ULTIMATE HEALTH PLANS, INC.","Ultimate Health Plans","H2962","Local CCP","HMO/HMOPOS","01/01/2013","For Profit","Ultimate Healthcare Holdings, LLC","Chicago","7,612","1244 Mariner Boulevard","","Spring Hill","FL","34609","","Service","Customer","","1-888-657-4170","","","communications@ulthp.com","1244 Mariner Blvd.","","Spring Hill","FL","34609","04/05/2023"
"UNION HEALTH SERVICES, INC.","Union Health Service, Inc.","H6142","HCPP - 1833 Cost","HCPP - 1833 Cost","02/01/1983","Not-for-Profit/Non-Profit","Union Health Services, Inc.","Chicago","1,690","1634 WEST POLK STREET","","CHICAGO","IL","60612","","","","","","","","","","","","","",""
"UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT","United Mine Workers of America Health & Retirement","90091","HCPP - 1833 Cost","HCPP - 1833 Cost","02/01/1974","Not-for-Profit/Non-Profit","UMWA Health and Retirement Funds","Philadelphia","40,200","2121 K STREET, N.W.","SUITE 350","WASHINGTON","DC","20037","","Call Center","Health","","1-800-291-1425","","1-304-256-2626","Health1@umwafunds.org","UMWA Health and Retirement Funds","160 Heartland Drive","Beckley","WV","25802","10/21/2016"
"UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO, INC.","UnitedHealthcare Community Plan","H2531","Demo","Medicare-Medicaid Plan HMO/HMOPOS","05/01/2014","For Profit","UnitedHealth Group, Inc.","Dallas","7,626","5900 Parkwood Place","","Dublin","OH","43016","","Customer Service","UHC","","1-877-542-9236","","","UHCMedicareCustomerService@uhc.com","9800 Health Care Lane","","Minnetonka","MN","55343","05/21/2025"
